Cost Center,Budget Orgn,Budget Unit,Account,Account Title,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2021-2022 Actual,2021-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2022-2023 Actual,2022-01-01,District Office,1.62
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2021-2022 Actual,2021-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2022-2023 Actual,2022-01-01,District Office,2.26
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2021-2022 Actual,2021-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2022-2023 Actual,2022-01-01,District Office,2.12
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001220001320000 - RESTRICTIVE PROG/SPED,100-1220-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001220001320000,RESTRICTIVE PROG/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001221001320000 - SLC SPED SECONDARY,100-1221-001-320,340.0,TRAVEL,100,GENERAL FUND,1001221001320000,SLC SPED SECONDARY,2021-2022 Actual,2021-01-01,District Office,26.43
1,1001221001320000 - SLC SPED SECONDARY,100-1221-001-320,340.0,TRAVEL,100,GENERAL FUND,1001221001320000,SLC SPED SECONDARY,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001221001320000 - SLC SPED SECONDARY,100-1221-001-320,340.0,TRAVEL,100,GENERAL FUND,1001221001320000,SLC SPED SECONDARY,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001221001320000 - SLC SPED SECONDARY,100-1221-001-320,340.0,TRAVEL,100,GENERAL FUND,1001221001320000,SLC SPED SECONDARY,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001225001320000 - OUT DIST/SPED,100-1225-001-320,371.0,TUITION W/IN STATE,100,GENERAL FUND,1001225001320000,OUT DIST/SPED,2021-2022 Actual,2021-01-01,District Office,21624.7
1,1001225001320000 - OUT DIST/SPED,100-1225-001-320,371.0,TUITION W/IN STATE,100,GENERAL FUND,1001225001320000,OUT DIST/SPED,2022-2023 Actual,2022-01-01,District Office,29056.0
1,1001225001320000 - OUT DIST/SPED,100-1225-001-320,371.0,TUITION W/IN STATE,100,GENERAL FUND,1001225001320000,OUT DIST/SPED,2023-2024 Budget,2023-01-01,District Office,1000.0
1,1001225001320000 - OUT DIST/SPED,100-1225-001-320,371.0,TUITION W/IN STATE,100,GENERAL FUND,1001225001320000,OUT DIST/SPED,2024-2025 Proposed,2024-01-01,District Office,1000.0
1,1001226001320000 - HOME INST/SPED,100-1226-001-320,340.0,TRAVEL,100,GENERAL FUND,1001226001320000,HOME INST/SPED,2021-2022 Actual,2021-01-01,District Office,0.0
1,1001226001320000 - HOME INST/SPED,100-1226-001-320,340.0,TRAVEL,100,GENERAL FUND,1001226001320000,HOME INST/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001226001320000 - HOME INST/SPED,100-1226-001-320,340.0,TRAVEL,100,GENERAL FUND,1001226001320000,HOME INST/SPED,2023-2024 Budget,2023-01-01,District Office,100.0
1,1001226001320000 - HOME INST/SPED,100-1226-001-320,340.0,TRAVEL,100,GENERAL FUND,1001226001320000,HOME INST/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,1285.68
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,87.98
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,41.19
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,212.0,PERS PICK-UP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,75.08
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,104.91
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,93.45
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,220.0,SOC SEC ADMIN,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,231.0,WRKRS COMP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2021-2022 Actual,2021-01-01,District Office,4.46
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,231.0,WRKRS COMP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2022-2023 Actual,2022-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,231.0,WRKRS COMP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,231.0,WRKRS COMP,100,GENERAL FUND,1001227001320000,EXTENDED SCH YR/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,111.0,LIC SALARIES,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,111.0,LIC SALARIES,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,111.0,LIC SALARIES,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,111.0,LIC SALARIES,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,74274.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,3268.06
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,4456.44
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,4337.6
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,6060.76
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,5681.96
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,231.0,WRKRS COMP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,231.0,WRKRS COMP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,231.0,WRKRS COMP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,231.0,WRKRS COMP,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,30.4
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,233.0,PFMLI,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,233.0,PFMLI,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,233.0,PFMLI,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,233.0,PFMLI,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,297.1
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,19198.75
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,340.0,TRAVEL,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,340.0,TRAVEL,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,340.0,TRAVEL,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,100.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,340.0,TRAVEL,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,92.46
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2023-2024 Budget,2023-01-01,District Office,300.0
1,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002130001000000,HEALTH SRV/NONSPD,2024-2025 Proposed,2024-01-01,District Office,300.0
1,1002140001000000 - PSYCHOLOGICAL SRVS NONSPD,100-2140-001-000,319.0,INSTR/PROF/TECH SRVS,100,GENERAL FUND,1002140001000000,PSYCHOLOGICAL SRVS NONSPD,2021-2022 Actual,2021-01-01,District Office,0.0
1,1002140001000000 - PSYCHOLOGICAL SRVS NONSPD,100-2140-001-000,319.0,INSTR/PROF/TECH SRVS,100,GENERAL FUND,1002140001000000,PSYCHOLOGICAL SRVS NONSPD,2022-2023 Actual,2022-01-01,District Office,0.0
1,1002140001000000 - PSYCHOLOGICAL SRVS NONSPD,100-2140-001-000,319.0,INSTR/PROF/TECH SRVS,100,GENERAL FUND,1002140001000000,PSYCHOLOGICAL SRVS NONSPD,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002140001000000 - PSYCHOLOGICAL SRVS NONSPD,100-2140-001-000,319.0,INSTR/PROF/TECH SRVS,100,GENERAL FUND,1002140001000000,PSYCHOLOGICAL SRVS NONSPD,2024-2025 Proposed,2024-01-01,District Office,25000.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,111.0,LIC SALARIES,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2021-2022 Actual,2021-01-01,District Office,79919.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,111.0,LIC SALARIES,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2022-2023 Actual,2022-01-01,District Office,80702.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,111.0,LIC SALARIES,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,111.0,LIC SALARIES,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2024-2025 Proposed,2024-01-01,District Office,74274.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2021-2022 Actual,2021-01-01,District Office,1862.91
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2022-2023 Actual,2022-01-01,District Office,1923.84
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,131.0,PREMIUM PAY,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2024-2025 Proposed,2024-01-01,District Office,0.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2021-2022 Actual,2021-01-01,District Office,6122.77
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2022-2023 Actual,2022-01-01,District Office,6185.01
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2023-2024 Budget,2023-01-01,District Office,0.0
1,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002150001320000,SPEECH-AUDIOLOGY SRV/SPED,2024-2025 Proposed,2024-01-01,District Office,3268.06
