Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 Actual,2022-2023 Actual,2023-2024 Budget,2023-2024 FTE,2024-2025 Proposed,2024-2025 FTE,2024-2025 Approved,2024-2025 Adopted,Fund,Fund Title
001,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,213.0,PERS UAL SERIES 2002,75.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,214.0,PERS UAL SERIES 2003,104.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,220.0,SOC SEC ADMIN,93.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1001227001320000 - EXTENDED SCH YR/SPED,100-1227-001-320,231.0,WRKRS COMP,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,74274.0,1.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,3268.06,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,4456.44,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,4337.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,6060.76,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,5681.96,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,297.1,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,19198.75,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,340.0,TRAVEL,0.0,0.0,100.0,0.0,92.46,0.0,0.0,0.0,100,GENERAL FUND
001,1002130001000000 - HEALTH SRV/NONSPD,100-2130-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002140001000000 - PSYCHOLOGICAL SRVS NONSPD,100-2140-001-000,319.0,INSTR/PROF/TECH SRVS,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,111.0,LIC SALARIES,79919.0,80702.0,0.0,0.0,74274.0,1.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,131.0,PREMIUM PAY,1862.91,1923.84,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,211.0,PERS EMPLOYER CONTRIBUTN,6122.77,6185.01,0.0,0.0,3268.06,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,212.0,PERS PICK-UP,36.75,38.97,0.0,0.0,4456.44,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,213.0,PERS UAL SERIES 2002,4776.06,4825.35,0.0,0.0,4337.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,214.0,PERS UAL SERIES 2003,6673.42,6742.24,0.0,0.0,6060.76,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,220.0,SOC SEC ADMIN,6033.52,6063.22,0.0,0.0,5681.96,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,231.0,WRKRS COMP,278.08,281.11,0.0,0.0,30.4,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,233.0,PFMLI,0.0,26.9,0.0,0.0,297.1,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,241.0,MED-DEN-VIS,17224.68,17699.64,0.0,0.0,19198.75,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,242.0,OTHER CONTRACTED BENES,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002150001320000 - SPEECH-AUDIOLOGY SRV/SPED,100-2150-001-320,410.0,CONSUMB SUP MAT,719.56,74.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002160001320000 - OTH STU TREATMENT SRV/SPD,100-2160-001-320,313.0,STUDENT SERVICES,0.0,72735.6,140307.0,0.0,40000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002219001575000 - SUPT PROG SUPPORT,100-2219-001-575,410.0,CONSUMB SUP MAT,16932.67,4245.87,100000.0,0.0,100000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002219001575000 - SUPT PROG SUPPORT,100-2219-001-575,640.0,DUES AND FEES,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002240001000000 - INSTRUCTIONAL STAFF DEV,100-2240-001-000,410.0,CONSUMB SUP MAT,1949.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,114.0,MGR/CONFIDENTIAL,12505.55,10639.04,10890.75,0.0,28070.0,0.88,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,131.0,PREMIUM PAY,745.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,139.0,STIPEND,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,211.0,PERS EMPLOYER CONTRIBUTN,583.09,468.1,472.59,0.0,1235.08,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,212.0,PERS PICK-UP,795.08,638.35,644.45,0.0,1684.2,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,213.0,PERS UAL SERIES 2002,773.91,621.32,627.26,0.0,1639.29,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,214.0,PERS UAL SERIES 2003,1081.33,868.18,876.45,0.0,2290.51,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,220.0,SOC SEC ADMIN,998.24,811.6,807.19,0.0,2147.36,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,231.0,WRKRS COMP,48.04,36.83,118.15,0.0,72.8,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,233.0,PFMLI,0.0,3.5,429.63,0.0,112.28,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,241.0,MED-DEN-VIS,5290.94,5398.26,5544.0,0.0,23284.8,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,318.0,PROF DEV/NON-INSTRUCTTION,759.0,2308.85,1000.0,0.0,1500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,340.0,TRAVEL,0.0,181.97,1500.0,0.0,3000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,353.0,POSTAGE,0.0,0.0,1500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,355.0,PRINTING BINDING,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,381.0,AUDIT SERVICES,0.0,25350.0,30000.0,0.0,30000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,382.0,LEGAL SERVICES,2818.0,14750.0,11500.0,0.0,15000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,388.0,ELECTION,0.0,0.0,5000.0,0.0,3000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,389.0,OTHER NON-INSTR PROF/TECH,37025.0,12175.15,7000.0,0.0,10000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,410.0,CONSUMB SUP MAT,1031.56,2337.41,3100.0,0.0,2000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,470.0,COMPUTER SOFTWARE,2700.0,1300.0,1500.0,0.0,1700.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002310001000000 - BD OF ED,100-2310-001-000,640.0,DUES AND FEES,5138.85,6033.85,10000.0,0.0,10000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,112.0,CLASS SALARIES,0.0,14557.59,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,113.0,ADMINISTRATORS,143600.0,146460.0,165000.0,1.0,174900.0,1.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,114.0,MGR/CONFIDENTIAL,37516.52,31917.03,74102.65,1.06,28070.0,0.88,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,139.0,STIPEND,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,211.0,PERS EMPLOYER CONTRIBUTN,12435.1,12563.1,15605.82,0.0,14370.07,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,212.0,PERS PICK-UP,2251.02,2132.62,14283.16,0.0,12178.2,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,213.0,PERS UAL SERIES 2002,10577.13,10629.0,13902.27,0.0,11853.45,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,214.0,PERS UAL SERIES 2003,14779.1,14851.47,19425.1,0.0,16562.38,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,220.0,SOC SEC ADMIN,13464.54,14604.64,17890.21,0.0,15527.21,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,231.0,WRKRS COMP,619.46,660.71,2618.58,0.0,114.4,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,233.0,PFMLI,0.0,65.6,9522.11,0.0,811.88,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,241.0,MED-DEN-VIS,36364.26,38146.94,57092.4,0.0,46569.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,242.0,OTHER CONTRACTED BENES,8580.0,8751.96,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,318.0,PROF DEV/NON-INSTRUCTTION,-81.0,620.02,2000.0,0.0,2000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,331.0,REIMBUR STUDENT TRANS,0.0,34.68,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,340.0,TRAVEL,366.5,0.0,3500.0,0.0,5000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,353.0,POSTAGE,892.84,1983.33,1500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,355.0,PRINTING BINDING,340.98,383.0,600.0,0.0,200.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,410.0,CONSUMB SUP MAT,9697.44,6184.16,7000.0,0.0,10000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,440.0,PERIODICALS,188.0,396.0,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,460.0,NONCONSUM ITEMS,0.0,725.07,1500.0,0.0,1500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,470.0,COMPUTER SOFTWARE,280.0,1396.72,3000.0,0.0,1500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,480.0,COMPUTER HARDWARE,0.0,999.0,2000.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002321001000000 - OFFICE SUPT,100-2321-001-000,640.0,DUES AND FEES,2930.0,3014.0,2800.0,0.0,3000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,114.0,MGR/CONFIDENTIAL,57972.32,20010.0,89962.0,1.0,79809.75,0.75,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,139.0,STIPEND,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,211.0,PERS EMPLOYER CONTRIBUTN,3621.66,880.44,3931.93,0.0,3511.63,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,212.0,PERS PICK-UP,3478.35,1200.6,5361.72,0.0,4788.59,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,213.0,PERS UAL SERIES 2002,3385.6,1168.58,5218.74,0.0,4660.89,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,214.0,PERS UAL SERIES 2003,4730.56,1632.82,7291.94,0.0,6512.48,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,220.0,SOC SEC ADMIN,4316.34,1519.41,6715.76,0.0,6105.45,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,231.0,WRKRS COMP,191.42,69.37,982.98,0.0,41.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,233.0,PFMLI,0.0,0.0,3574.48,0.0,319.24,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,241.0,MED-DEN-VIS,14040.78,5435.43,18284.4,0.0,17463.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,242.0,OTHER CONTRACTED BENES,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,318.0,PROF DEV/NON-INSTRUCTTION,11324.82,3543.36,2000.0,0.0,5000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,340.0,TRAVEL,0.0,1150.2,1500.0,0.0,2000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,410.0,CONSUMB SUP MAT,55.78,399.99,1000.0,0.0,1000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002510001000000 - DIR BUSINESS SERVICES,100-2510-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,114.0,MGR/CONFIDENTIAL,30293.11,88520.13,49099.0,0.0,54127.0,1.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,131.0,PREMIUM PAY,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,211.0,PERS EMPLOYER CONTRIBUTN,1332.87,3044.16,2160.36,0.0,2381.59,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,212.0,PERS PICK-UP,1817.62,4151.11,2945.94,0.0,3247.62,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,213.0,PERS UAL SERIES 2002,1769.09,4040.43,2867.38,0.0,3161.02,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,214.0,PERS UAL SERIES 2003,2471.95,5645.58,4006.48,0.0,4416.76,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,220.0,SOC SEC ADMIN,2271.44,6705.59,3689.9,0.0,4140.72,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,231.0,WRKRS COMP,112.22,309.16,540.09,0.0,41.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,233.0,PFMLI,0.0,34.16,1963.96,0.0,216.51,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,241.0,MED-DEN-VIS,15463.81,35026.68,18284.4,0.0,23284.8,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,318.0,PROF DEV/NON-INSTRUCTTION,1352.53,137.14,1000.0,0.0,1000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,323.0,COPIER LEASE,2438.41,2845.61,2000.0,0.0,2000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,340.0,TRAVEL,2241.83,576.86,2000.0,0.0,3000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,353.0,POSTAGE,1149.27,496.64,2500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,354.0,ADVERTISING,0.0,659.1,800.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,355.0,PRINTING BINDING,1019.21,1656.54,1500.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,389.0,OTHER NON-INSTR PROF/TECH,2925.73,157.46,4500.0,0.0,1000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,410.0,CONSUMB SUP MAT,580.27,689.57,1800.0,0.0,1000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,460.0,NONCONSUM ITEMS,0.0,67.04,1200.0,0.0,1200.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,470.0,COMPUTER SOFTWARE,0.0,11077.51,10000.0,0.0,30000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002521001000000 - FISCAL,100-2521-001-000,640.0,DUES AND FEES,9036.95,16619.43,10000.0,0.0,10000.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002522001000000 - BUDGET,100-2522-001-000,353.0,POSTAGE,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002522001000000 - BUDGET,100-2522-001-000,354.0,ADVERTISING,1245.9,1366.07,1500.0,0.0,1500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002522001000000 - BUDGET,100-2522-001-000,410.0,CONSUMB SUP MAT,235.91,64.24,300.0,0.0,300.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,114.0,MGR/CONFIDENTIAL,29421.84,17183.73,0.0,0.0,26603.25,0.25,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,139.0,STIPEND,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,211.0,PERS EMPLOYER CONTRIBUTN,1651.54,756.09,0.0,0.0,1170.54,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,212.0,PERS PICK-UP,1765.28,1031.03,0.0,0.0,1596.2,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,213.0,PERS UAL SERIES 2002,1718.27,1003.54,0.0,0.0,1553.63,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,214.0,PERS UAL SERIES 2003,2400.78,1402.18,0.0,0.0,2170.83,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,220.0,SOC SEC ADMIN,2195.87,1305.18,0.0,0.0,2035.15,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,231.0,WRKRS COMP,101.28,60.15,0.0,0.0,41.6,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,233.0,PFMLI,0.0,6.68,0.0,0.0,106.41,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,241.0,MED-DEN-VIS,9141.24,4926.99,0.0,0.0,5821.2,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,242.0,OTHER CONTRACTED BENES,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,318.0,PROF DEV/NON-INSTRUCTTION,93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,340.0,TRAVEL,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,353.0,POSTAGE,0.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,355.0,PRINTING BINDING,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,410.0,CONSUMB SUP MAT,0.0,180.0,800.0,0.0,800.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002524001000000 - PAYROLL,100-2524-001-000,640.0,DUES AND FEES,1689.5,1401.07,1600.0,0.0,1600.0,0.0,0.0,0.0,100,GENERAL FUND
001,1002528001000000 - RISK MGMT SRV,100-2528-001-000,651.0,LIABILITY INS,0.0,23857.0,40000.0,0.0,34300.0,0.0,0.0,0.0,100,GENERAL FUND
